method,task_id,seed,team_reward,receiver_1_reward,receiver_2_reward,receiver_3_reward,receiver_1_injected,receiver_2_injected,receiver_3_injected,receiver_1_positive,receiver_2_positive,receiver_3_positive,receiver_1_negative,receiver_2_negative,receiver_3_negative,receiver_disagreement_std,runtime_seconds
smtr_uniform,79,0,0.2222222222222222,0.0,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0,0.0
smtr_receiver,79,0,0.2222222222222222,0.0,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.0,0.0
no_memory,79,2,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,79,2,-0.8333333333333334,0.0,-1.6666666666666667,-0.8333333333333334,6,6,6,0,0,0,0,2,1,0.0,0.0
retrieval,79,2,-0.16666666666666666,0.0,0.3333333333333333,-0.8333333333333334,3,3,3,0,0,0,0,0,1,0.0,0.0
smtr_uniform,79,2,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0,0.0001
smtr_receiver,79,2,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0,0.0
no_memory,8,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,8,0,-2.0,-2.0,-2.0,-2.0,5,5,5,0,0,0,3,3,3,0.0,0.0
retrieval,8,0,-1.0,-1.0,-1.0,-1.0,3,3,3,0,0,0,2,2,2,0.0,0.0
smtr_uniform,8,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0001
smtr_receiver,8,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
no_memory,80,0,0.08333333333333333,0.0,0.25,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,80,0,0.08333333333333333,0.0,-0.75,1.0,4,4,4,0,0,1,0,1,0,0.0,0.0
retrieval,80,0,0.08333333333333333,0.0,0.25,0.0,3,3,3,0,0,0,0,0,0,0.0,0.0
smtr_uniform,80,0,0.08333333333333333,0.0,0.25,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
smtr_receiver,80,0,0.4166666666666667,0.0,0.25,1.0,0,0,1,0,0,1,0,0,0,0.4714045207910317,0.0
no_memory,80,1,0.1111111111111111,0.0,0.3333333333333333,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,80,1,0.11111111111111109,0.0,-0.6666666666666667,1.0,3,3,3,0,0,1,0,1,0,0.0,0.0
retrieval,80,1,0.11111111111111109,0.0,-0.6666666666666667,1.0,3,3,3,0,0,1,0,1,0,0.0,0.0
smtr_uniform,80,1,0.1111111111111111,0.0,0.3333333333333333,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
smtr_receiver,80,1,0.4444444444444444,0.0,0.3333333333333333,1.0,0,0,1,0,0,1,0,0,0,0.4714045207910317,0.0
no_memory,80,2,0.16666666666666666,0.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,80,2,-0.16666666666666666,0.0,-1.5,1.0,4,4,4,0,0,1,0,2,0,0.0,0.0
retrieval,80,2,-0.16666666666666666,0.0,-0.5,0.0,3,3,3,0,0,0,0,1,0,0.0,0.0
smtr_uniform,80,2,0.16666666666666666,0.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
smtr_receiver,80,2,0.5,0.0,0.5,1.0,0,0,1,0,0,1,0,0,0,0.4714045207910317,0.0
no_memory,82,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,82,0,0.3333333333333333,0.0,0.0,1.0,4,4,4,0,0,1,0,0,0,0.0,0.0
retrieval,82,0,0.0,0.0,0.0,0.0,3,3,3,0,0,0,0,0,0,0.0,0.0
smtr_uniform,82,0,0.3333333333333333,0.0,0.0,1.0,1,1,1,0,0,1,0,0,0,0.0,0.0
smtr_receiver,82,0,0.3333333333333333,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,0.4714045207910317,0.0
no_memory,82,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,82,1,0.3333333333333333,0.0,0.0,1.0,5,5,5,0,0,1,0,0,0,0.0,0.0
retrieval,82,1,0.0,0.0,0.0,0.0,3,3,3,0,0,0,0,0,0,0.0,0.0
smtr_uniform,82,1,0.3333333333333333,0.0,0.0,1.0,1,1,1,0,0,1,0,0,0,0.0,0.0001
smtr_receiver,82,1,0.3333333333333333,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,0.4714045207910317,0.0
no_memory,84,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,84,0,0.3333333333333333,0.0,1.0,0.0,3,3,3,0,1,0,0,0,0,0.0,0.0
retrieval,84,0,0.3333333333333333,0.0,1.0,0.0,3,3,3,0,1,0,0,0,0,0.0,0.0
smtr_uniform,84,0,0.3333333333333333,0.0,1.0,0.0,1,1,1,0,1,0,0,0,0,0.0,0.0
smtr_receiver,84,0,0.3333333333333333,0.0,1.0,0.0,0,1,0,0,1,0,0,0,0,0.4714045207910317,0.0
no_memory,84,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,84,1,0.3333333333333333,0.0,1.0,0.0,3,3,3,0,1,0,0,0,0,0.0,0.0
retrieval,84,1,0.3333333333333333,0.0,1.0,0.0,3,3,3,0,1,0,0,0,0,0.0,0.0
smtr_uniform,84,1,0.3333333333333333,0.0,1.0,0.0,1,1,1,0,1,0,0,0,0,0.0,0.0
smtr_receiver,84,1,0.3333333333333333,0.0,1.0,0.0,0,1,0,0,1,0,0,0,0,0.4714045207910317,0.0
no_memory,84,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,84,2,0.0,0.0,0.0,0.0,4,4,4,0,0,0,0,0,0,0.0,0.0
retrieval,84,2,0.0,0.0,0.0,0.0,3,3,3,0,0,0,0,0,0,0.0,0.0
smtr_uniform,84,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
smtr_receiver,84,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
no_memory,85,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,85,0,0.6666666666666666,0.0,2.0,0.0,6,6,6,0,2,0,0,0,0,0.0,0.0
retrieval,85,0,0.3333333333333333,0.0,1.0,0.0,3,3,3,0,1,0,0,0,0,0.0,0.0
smtr_uniform,85,0,0.6666666666666666,0.0,2.0,0.0,2,2,2,0,2,0,0,0,0,0.0,0.0001
smtr_receiver,85,0,0.6666666666666666,0.0,2.0,0.0,0,2,0,0,2,0,0,0,0,0.9428090415820634,0.0
no_memory,85,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,85,1,0.6666666666666666,0.0,2.0,0.0,5,5,5,0,2,0,0,0,0,0.0,0.0
retrieval,85,1,0.3333333333333333,0.0,1.0,0.0,3,3,3,0,1,0,0,0,0,0.0,0.0
smtr_uniform,85,1,0.6666666666666666,0.0,2.0,0.0,2,2,2,0,2,0,0,0,0,0.0,0.0001
smtr_receiver,85,1,0.6666666666666666,0.0,2.0,0.0,0,2,0,0,2,0,0,0,0,0.9428090415820634,0.0
no_memory,87,0,0.16666666666666666,0.0,0.0,0.5,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,87,0,-0.16666666666666666,0.0,1.0,-1.5,4,4,4,0,1,0,0,0,2,0.0,0.0
retrieval,87,0,0.16666666666666666,0.0,1.0,-0.5,3,3,3,0,1,0,0,0,1,0.0,0.0
smtr_uniform,87,0,0.5,0.0,1.0,0.5,1,1,1,0,1,0,0,0,0,0.0,0.0
smtr_receiver,87,0,0.5,0.0,1.0,0.5,0,1,0,0,1,0,0,0,0,0.4714045207910317,0.0
no_memory,87,2,0.2222222222222222,0.0,0.0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,87,2,-0.4444444444444445,0.0,0.0,-1.3333333333333335,3,3,3,0,0,0,0,0,2,0.0,0.0
retrieval,87,2,-0.4444444444444445,0.0,0.0,-1.3333333333333335,3,3,3,0,0,0,0,0,2,0.0,0.0
smtr_uniform,87,2,0.2222222222222222,0.0,0.0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0,0.0
smtr_receiver,87,2,0.2222222222222222,0.0,0.0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0.0,0.0
no_memory,88,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,88,1,0.6666666666666666,0.0,2.0,0.0,4,4,4,0,2,0,0,0,0,0.0,0.0
retrieval,88,1,0.3333333333333333,0.0,1.0,0.0,3,3,3,0,1,0,0,0,0,0.0,0.0
smtr_uniform,88,1,0.6666666666666666,0.0,2.0,0.0,2,2,2,0,2,0,0,0,0,0.0,0.0001
smtr_receiver,88,1,0.6666666666666666,0.0,2.0,0.0,0,2,0,0,2,0,0,0,0,0.9428090415820634,0.0
no_memory,88,2,0.05555555555555555,0.0,0.16666666666666666,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,88,2,1.0555555555555556,0.0,2.1666666666666665,1.0,6,6,6,0,3,1,0,1,0,0.0,0.0
retrieval,88,2,0.055555555555555546,0.0,-0.8333333333333334,1.0,3,3,3,0,0,1,0,1,0,0.0,0.0
smtr_uniform,88,2,1.0555555555555556,0.0,3.1666666666666665,0.0,3,3,3,0,3,0,0,0,0,0.0,0.0001
smtr_receiver,88,2,1.3888888888888886,0.0,3.1666666666666665,1.0,0,3,1,0,3,1,0,0,0,1.247219128924647,0.0
no_memory,89,1,0.05555555555555555,0.0,0.16666666666666666,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,89,1,0.7222222222222223,0.0,1.1666666666666667,1.0,6,6,6,0,2,1,0,1,0,0.0,0.0
retrieval,89,1,0.7222222222222223,0.0,1.1666666666666667,1.0,3,3,3,0,1,1,0,0,0,0.0,0.0
smtr_uniform,89,1,1.0555555555555556,0.0,2.1666666666666665,1.0,2,2,2,0,2,1,0,0,0,0.0,0.0001
smtr_receiver,89,1,1.0555555555555556,0.0,2.1666666666666665,1.0,0,2,1,0,2,1,0,0,0,0.816496580927726,0.0
no_memory,89,2,0.06666666666666667,0.0,0.2,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,89,2,0.7333333333333334,0.0,1.2,1.0,5,5,5,0,2,1,0,1,0,0.0,0.0
retrieval,89,2,0.7333333333333334,0.0,1.2,1.0,3,3,3,0,1,1,0,0,0,0.0,0.0
smtr_uniform,89,2,1.0666666666666667,0.0,2.2,1.0,2,2,2,0,2,1,0,0,0,0.0,0.0001
smtr_receiver,89,2,1.0666666666666667,0.0,2.2,1.0,0,2,1,0,2,1,0,0,0,0.816496580927726,0.0
no_memory,9,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,9,0,3.0,4.0,2.0,3.0,4,4,4,4,2,3,0,0,0,0.0,0.0
retrieval,9,0,2.0,3.0,1.0,2.0,3,3,3,3,1,2,0,0,0,0.0,0.0
smtr_uniform,9,0,2.6666666666666665,3.0,2.0,3.0,3,3,3,3,2,3,0,0,0,0.0,0.0
smtr_receiver,9,0,2.6666666666666665,3.0,2.0,3.0,3,2,3,3,2,3,0,0,0,0.4714045207910317,0.0
no_memory,9,1,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,9,1,1.0,1.0,1.0,1.0,5,5,5,0,0,0,0,0,0,0.0,0.0
retrieval,9,1,1.0,1.0,1.0,1.0,3,3,3,0,0,0,0,0,0,0.0,0.0
smtr_uniform,9,1,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0001
smtr_receiver,9,1,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
no_memory,9,2,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,9,2,0.6666666666666666,0.0,1.0,1.0,5,5,5,0,0,0,1,0,0,0.0,0.0
retrieval,9,2,0.6666666666666666,0.0,1.0,1.0,3,3,3,0,0,0,1,0,0,0.0,0.0
smtr_uniform,9,2,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0001
smtr_receiver,9,2,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
no_memory,90,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,90,0,1.0,0.0,2.0,1.0,6,6,6,0,2,1,0,0,0,0.0,0.0
retrieval,90,0,1.0,0.0,2.0,1.0,3,3,3,0,2,1,0,0,0,0.0,0.0
smtr_uniform,90,0,1.0,0.0,2.0,1.0,2,2,2,0,2,1,0,0,0,0.0,0.0001
smtr_receiver,90,0,1.0,0.0,2.0,1.0,0,2,1,0,2,1,0,0,0,0.816496580927726,0.0
no_memory,90,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,90,1,1.0,0.0,2.0,1.0,6,6,6,0,2,1,0,0,0,0.0,0.0
retrieval,90,1,1.0,0.0,2.0,1.0,3,3,3,0,2,1,0,0,0,0.0,0.0
smtr_uniform,90,1,1.0,0.0,2.0,1.0,2,2,2,0,2,1,0,0,0,0.0,0.0001
smtr_receiver,90,1,1.0,0.0,2.0,1.0,0,2,1,0,2,1,0,0,0,0.816496580927726,0.0
no_memory,90,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,90,2,1.0,0.0,2.0,1.0,6,6,6,0,2,1,0,0,0,0.0,0.0
retrieval,90,2,1.0,0.0,2.0,1.0,3,3,3,0,2,1,0,0,0,0.0,0.0
smtr_uniform,90,2,1.0,0.0,2.0,1.0,2,2,2,0,2,1,0,0,0,0.0,0.0001
smtr_receiver,90,2,1.0,0.0,2.0,1.0,0,2,1,0,2,1,0,0,0,0.816496580927726,0.0
no_memory,92,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,92,0,0.6666666666666666,0.0,1.0,1.0,6,6,6,0,1,1,0,0,0,0.0,0.0
retrieval,92,0,0.3333333333333333,0.0,1.0,0.0,3,3,3,0,1,0,0,0,0,0.0,0.0
smtr_uniform,92,0,0.6666666666666666,0.0,1.0,1.0,2,2,2,0,1,1,0,0,0,0.0,0.0001
smtr_receiver,92,0,0.6666666666666666,0.0,1.0,1.0,0,1,1,0,1,1,0,0,0,0.4714045207910317,0.0
no_memory,92,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,92,1,0.6666666666666666,0.0,1.0,1.0,6,6,6,0,1,1,0,0,0,0.0,0.0
retrieval,92,1,0.3333333333333333,0.0,1.0,0.0,3,3,3,0,1,0,0,0,0,0.0,0.0
smtr_uniform,92,1,0.6666666666666666,0.0,1.0,1.0,2,2,2,0,1,1,0,0,0,0.0,0.0001
smtr_receiver,92,1,0.6666666666666666,0.0,1.0,1.0,0,1,1,0,1,1,0,0,0,0.4714045207910317,0.0
no_memory,92,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,92,2,0.6666666666666666,0.0,1.0,1.0,6,6,6,0,1,1,0,0,0,0.0,0.0
retrieval,92,2,0.3333333333333333,0.0,1.0,0.0,3,3,3,0,1,0,0,0,0,0.0,0.0
smtr_uniform,92,2,0.6666666666666666,0.0,1.0,1.0,2,2,2,0,1,1,0,0,0,0.0,0.0001
smtr_receiver,92,2,0.6666666666666666,0.0,1.0,1.0,0,1,1,0,1,1,0,0,0,0.4714045207910317,0.0
no_memory,93,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,93,0,0.3333333333333333,0.0,0.0,1.0,6,6,6,0,0,1,0,0,0,0.0,0.0
retrieval,93,0,0.0,0.0,0.0,0.0,3,3,3,0,0,0,0,0,0,0.0,0.0
smtr_uniform,93,0,0.3333333333333333,0.0,0.0,1.0,1,1,1,0,0,1,0,0,0,0.0,0.0001
smtr_receiver,93,0,0.3333333333333333,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,0.4714045207910317,0.0
no_memory,93,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,93,1,0.3333333333333333,0.0,0.0,1.0,6,6,6,0,0,1,0,0,0,0.0,0.0
retrieval,93,1,0.0,0.0,0.0,0.0,3,3,3,0,0,0,0,0,0,0.0,0.0
smtr_uniform,93,1,0.3333333333333333,0.0,0.0,1.0,1,1,1,0,0,1,0,0,0,0.0,0.0001
smtr_receiver,93,1,0.3333333333333333,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,0.4714045207910317,0.0
no_memory,93,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,93,2,0.3333333333333333,0.0,0.0,1.0,6,6,6,0,0,1,0,0,0,0.0,0.0
retrieval,93,2,0.0,0.0,0.0,0.0,3,3,3,0,0,0,0,0,0,0.0,0.0
smtr_uniform,93,2,0.3333333333333333,0.0,0.0,1.0,1,1,1,0,0,1,0,0,0,0.0,0.0001
smtr_receiver,93,2,0.3333333333333333,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,0.4714045207910317,0.0
no_memory,94,0,0.05555555555555555,0.0,0.0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,94,0,0.055555555555555546,0.0,1.0,-0.8333333333333334,6,6,6,0,1,0,0,0,1,0.0,0.0
retrieval,94,0,-0.2777777777777778,0.0,0.0,-0.8333333333333334,3,3,3,0,0,0,0,0,1,0.0,0.0
smtr_uniform,94,0,0.3888888888888889,0.0,1.0,0.16666666666666666,1,1,1,0,1,0,0,0,0,0.0,0.0001
smtr_receiver,94,0,0.3888888888888889,0.0,1.0,0.16666666666666666,0,1,0,0,1,0,0,0,0,0.4714045207910317,0.0
no_memory,94,1,0.06666666666666667,0.0,0.0,0.2,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,94,1,0.06666666666666665,0.0,1.0,-0.8,5,5,5,0,1,0,0,0,1,0.0,0.0
retrieval,94,1,-0.26666666666666666,0.0,0.0,-0.8,3,3,3,0,0,0,0,0,1,0.0,0.0
smtr_uniform,94,1,0.39999999999999997,0.0,1.0,0.2,1,1,1,0,1,0,0,0,0,0.0,0.0001
smtr_receiver,94,1,0.39999999999999997,0.0,1.0,0.2,0,1,0,0,1,0,0,0,0,0.4714045207910317,0.0
no_memory,94,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,94,2,0.3333333333333333,0.0,1.0,0.0,5,5,5,0,1,0,0,0,0,0.0,0.0
retrieval,94,2,0.0,0.0,0.0,0.0,3,3,3,0,0,0,0,0,0,0.0,0.0
smtr_uniform,94,2,0.3333333333333333,0.0,1.0,0.0,1,1,1,0,1,0,0,0,0,0.0,0.0001
smtr_receiver,94,2,0.3333333333333333,0.0,1.0,0.0,0,1,0,0,1,0,0,0,0,0.4714045207910317,0.0
no_memory,95,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,95,0,0.3333333333333333,0.0,0.0,1.0,6,6,6,0,0,1,0,0,0,0.0,0.0
retrieval,95,0,0.0,0.0,0.0,0.0,3,3,3,0,0,0,0,0,0,0.0,0.0
smtr_uniform,95,0,0.3333333333333333,0.0,0.0,1.0,1,1,1,0,0,1,0,0,0,0.0,0.0001
smtr_receiver,95,0,0.3333333333333333,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,0.4714045207910317,0.0
no_memory,95,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,95,1,1.0,1.0,1.0,1.0,6,6,6,1,1,1,0,0,0,0.0,0.0
retrieval,95,1,0.0,0.0,0.0,0.0,3,3,3,0,0,0,0,0,0,0.0,0.0
smtr_uniform,95,1,1.0,1.0,1.0,1.0,2,2,2,1,1,1,0,0,0,0.0,0.0001
smtr_receiver,95,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,0,0,0.0,0.0
no_memory,95,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,95,2,1.0,1.0,1.0,1.0,6,6,6,1,1,1,0,0,0,0.0,0.0
retrieval,95,2,0.0,0.0,0.0,0.0,3,3,3,0,0,0,0,0,0,0.0,0.0
smtr_uniform,95,2,1.0,1.0,1.0,1.0,2,2,2,1,1,1,0,0,0,0.0,0.0001
smtr_receiver,95,2,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,0,0,0.0,0.0
no_memory,97,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,97,0,0.3333333333333333,0.0,0.0,1.0,5,5,5,0,0,1,0,0,0,0.0,0.0
retrieval,97,0,0.0,0.0,0.0,0.0,3,3,3,0,0,0,0,0,0,0.0,0.0
smtr_uniform,97,0,0.3333333333333333,0.0,0.0,1.0,1,1,1,0,0,1,0,0,0,0.0,0.0001
smtr_receiver,97,0,0.3333333333333333,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,0.4714045207910317,0.0
no_memory,97,1,0.05555555555555555,0.0,0.0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,97,1,0.05555555555555555,0.0,0.0,0.16666666666666666,6,6,6,0,0,1,0,0,1,0.0,0.0
retrieval,97,1,0.05555555555555555,0.0,0.0,0.16666666666666666,3,3,3,0,0,0,0,0,0,0.0,0.0
smtr_uniform,97,1,0.3888888888888889,0.0,0.0,1.1666666666666667,1,1,1,0,0,1,0,0,0,0.0,0.0001
smtr_receiver,97,1,0.3888888888888889,0.0,0.0,1.1666666666666667,0,0,1,0,0,1,0,0,0,0.4714045207910317,0.0
no_memory,97,2,0.05555555555555555,0.0,0.0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0.0,0.0
full_memory,97,2,0.05555555555555555,0.0,0.0,0.16666666666666666,6,6,6,0,0,1,0,0,1,0.0,0.0
retrieval,97,2,0.05555555555555555,0.0,0.0,0.16666666666666666,3,3,3,0,0,0,0,0,0,0.0,0.0
smtr_uniform,97,2,0.3888888888888889,0.0,0.0,1.1666666666666667,1,1,1,0,0,1,0,0,0,0.0,0.0001
smtr_receiver,97,2,0.3888888888888889,0.0,0.0,1.1666666666666667,0,0,1,0,0,1,0,0,0,0.4714045207910317,0.0
