method,task_id,receiver_id,seed,n_candidates,n_injected,n_positive,n_harmful,n_neutral,total_tau,withhold_reward,method_reward
smtr_tci,69,agent1,2,6,3,3,0,0,3.0,0.0,3.0
smtr_tci,70,agent1,0,5,0,0,0,0,0.0,0.0,0.0
smtr_tci,70,agent1,1,6,0,0,0,0,0.0,0.0,0.0
smtr_tci,72,agent1,0,4,0,0,0,0,0.0,1.0,1.0
smtr_tci,72,agent1,1,2,0,0,0,0,0.0,1.0,1.0
smtr_tci,72,agent1,2,2,0,0,0,0,0.0,1.0,1.0
smtr_tci,73,agent1,1,3,0,0,0,0,0.0,0.0,0.0
smtr_tci,73,agent1,2,3,0,0,0,0,0.0,0.0,0.0
smtr_tci,75,agent1,0,4,0,0,0,0,0.0,0.0,0.0
smtr_tci,75,agent1,1,3,0,0,0,0,0.0,0.0,0.0
smtr_tci,75,agent1,2,1,0,0,0,0,0.0,0.0,0.0
smtr_tci,76,agent1,1,1,0,0,0,0,0.0,1.0,1.0
smtr_tci,77,agent1,0,2,0,0,0,0,0.0,0.0,0.0
smtr_tci,77,agent1,2,5,0,0,0,0,0.0,0.0,0.0
smtr_tci,79,agent1,0,3,0,0,0,0,0.0,0.0,0.0
smtr_tci,79,agent1,2,6,0,0,0,0,0.0,0.0,0.0
smtr_tci,8,agent1,0,5,0,0,0,0,0.0,1.0,1.0
smtr_tci,80,agent1,0,4,0,0,0,0,0.0,0.0,0.0
smtr_tci,80,agent1,1,3,0,0,0,0,0.0,0.0,0.0
smtr_tci,80,agent1,2,4,0,0,0,0,0.0,0.0,0.0
smtr_tci,82,agent1,0,4,0,0,0,0,0.0,0.0,0.0
smtr_tci,82,agent1,1,5,0,0,0,0,0.0,0.0,0.0
smtr_tci,84,agent1,0,3,0,0,0,0,0.0,0.0,0.0
smtr_tci,84,agent1,1,3,0,0,0,0,0.0,0.0,0.0
smtr_tci,84,agent1,2,4,0,0,0,0,0.0,0.0,0.0
smtr_tci,85,agent1,0,6,0,0,0,0,0.0,0.0,0.0
smtr_tci,85,agent1,1,5,0,0,0,0,0.0,0.0,0.0
smtr_tci,87,agent1,0,4,0,0,0,0,0.0,0.0,0.0
smtr_tci,87,agent1,2,3,0,0,0,0,0.0,0.0,0.0
smtr_tci,88,agent1,1,4,0,0,0,0,0.0,0.0,0.0
smtr_tci,88,agent1,2,6,0,0,0,0,0.0,0.0,0.0
smtr_tci,89,agent1,1,6,0,0,0,0,0.0,0.0,0.0
smtr_tci,89,agent1,2,5,0,0,0,0,0.0,0.0,0.0
smtr_tci,9,agent1,0,4,3,3,0,0,3.0,0.0,3.0
smtr_tci,9,agent1,1,5,0,0,0,0,0.0,1.0,1.0
smtr_tci,9,agent1,2,5,0,0,0,0,0.0,1.0,1.0
