scenario,task_id,seed,episode_id,team_success,team_reward,n_iterations,planning_scores,communication_scores,task_evaluation,code_quality,token_usage,total_milestones,raw_eval_fields,final_output_len,iter_summary_lengths,iter_task_results_counts,runtime
research,83,1,95cdcb831f198458e03322c0,False,0.0,0,[],[],None,None,0,0,planning_scores(-1);communication_scores(-1),0,[],[],38.78
research,10,0,7b40516f03ae8a9af017299f,True,1.0,5,[],"[-1, -1]",None,None,260423,0,planning_scores(-1);communication_scores(-1),0,"[2467, 2776, 2405, 2728, 2487]","[8, 8, 2, 2, 2]",402.58
research,10,1,65388620132550ec7e566049,True,1.0,5,[],"[-1, -1]",None,None,151301,0,planning_scores(-1);communication_scores(-1),0,"[2792, 2741, 2483, 2767, 2803]","[8, 2, 2, 2, 2]",284.61
research,78,0,51260f38996fa01da6db04e1,True,1.0,1,[],[],None,None,39386,0,planning_scores(-1);communication_scores(-1),0,[3037],[7],87.2
research,78,1,d41d83ba2a9007b97626b66a,True,1.0,1,[],[],None,None,38428,0,planning_scores(-1);communication_scores(-1),0,[2966],[7],85.3
research,82,0,8384760dcb87f979dc5ec562,True,1.0,5,[],"[-1, -1, -1]",None,None,155119,0,planning_scores(-1);communication_scores(-1),0,"[2568, 2462, 3047, 2807, 3107]","[5, 2, 4, 2, 2]",298.78
research,82,1,12fb91ac46302b1b81a0478a,True,1.0,5,[],"[-1, -1, -1]",None,None,186039,0,planning_scores(-1);communication_scores(-1),0,"[2859, 2971, 3056, 2472, 2999]","[5, 5, 5, 5, 5]",338.58
research,22,0,6efa98583f32924cc6ec046b,True,1.0,5,[],"[-1, -1, -1]",None,None,100817,0,planning_scores(-1);communication_scores(-1),0,"[2461, 2693, 2462, 2664, 3091]","[4, 1, 2, 2, 2]",257.46
research,22,1,06c25ec3f6438a1b4a5f7516,True,1.0,5,[],"[-1, -1, -1, -1]",None,None,112496,0,planning_scores(-1);communication_scores(-1),0,"[2690, 2741, 2585, 2842, 2980]","[4, 2, 2, 2, 2]",268.87
research,69,0,a8ec6bd1edf524834f7e6a6e,True,1.0,2,[],[],None,None,94977,0,planning_scores(-1);communication_scores(-1),0,"[2811, 2575]","[6, 6]",169.72
research,69,1,75c5a711e2cddc19c8692521,True,1.0,5,[],"[-1, -1, -1]",None,None,210759,0,planning_scores(-1);communication_scores(-1),0,"[2645, 3019, 3126, 2373, 2500]","[6, 6, 5, 1, 1]",353.81
research,94,0,5a2d7546e8b8083446374071,True,1.0,5,[],[-1],None,None,254811,0,planning_scores(-1);communication_scores(-1),0,"[2713, 2734, 2906, 2651, 2264]","[6, 6, 6, 2, 1]",348.42
research,94,1,38120411a5f3c8d5c47fb035,True,1.0,5,[],"[-1, -1, -1, -1]",None,None,155285,0,planning_scores(-1);communication_scores(-1),0,"[2779, 2673, 2317, 2203, 2685]","[6, 6, 2, 2, 2]",304.09
research,32,0,8b8419305f69673ab7148e59,True,1.0,5,[],"[-1, -1, -1, -1, -1]",None,None,50853,0,planning_scores(-1);communication_scores(-1),0,"[2821, 2779, 2885, 2989, 2492]","[1, 1, 1, 1, 1]",212.06
research,32,1,b68d472f07babbb3f0b764d4,True,1.0,5,[],"[-1, -1, -1, -1, -1]",None,None,50807,0,planning_scores(-1);communication_scores(-1),0,"[3259, 2729, 2363, 2353, 2740]","[1, 1, 1, 1, 1]",212.09
research,21,0,87ab67445780a21a59cac1ef,True,1.0,5,[],"[-1, -1, -1]",None,None,171728,0,planning_scores(-1);communication_scores(-1),0,"[3097, 2932, 3051, 2561, 2688]","[4, 4, 4, 2, 2]",313.27
research,21,1,45db24e652273714bcd30826,True,1.0,5,[],"[-1, -1]",None,None,141647,0,planning_scores(-1);communication_scores(-1),0,"[2708, 3214, 2715, 3110, 3110]","[4, 2, 2, 2, 2]",280.52
research,60,0,0aa15cc6fa551599b09e5183,True,1.0,5,[],"[-1, -1]",None,None,132297,0,planning_scores(-1);communication_scores(-1),0,"[2651, 2569, 2931, 3003, 2444]","[4, 2, 2, 2, 2]",278.62
research,60,1,fb5e128b7b5bafeb26f020e1,True,1.0,5,[],[],None,None,185763,0,planning_scores(-1);communication_scores(-1),0,"[2872, 3091, 2944, 2716, 2704]","[4, 4, 2, 2, 2]",319.45
research,49,0,2ac3da3e7bf312e305c29379,True,1.0,5,[],"[-1, -1, -1, -1, -1]",None,None,67894,0,planning_scores(-1);communication_scores(-1),0,"[2928, 2779, 2767, 2559, 2681]","[2, 2, 2, 2, 2]",233.7
research,49,1,af135ed63ae92a31097d86c0,True,1.0,5,[],"[-1, -1, -1, -1, -1]",None,None,66137,0,planning_scores(-1);communication_scores(-1),0,"[2510, 2562, 2369, 2618, 2440]","[2, 2, 2, 2, 2]",230.97
research,35,0,d4896fc43302237a1e1cb49e,True,1.0,5,[],"[-1, -1, -1, -1]",None,None,85016,0,planning_scores(-1);communication_scores(-1),0,"[3047, 2554, 3097, 2862, 3099]","[3, 3, 2, 2, 2]",250.25
research,35,1,5ec385047a18511793513c28,True,1.0,5,[],"[-1, -1, -1, -1]",None,None,72389,0,planning_scores(-1);communication_scores(-1),0,"[2530, 2881, 2824, 2422, 3046]","[3, 2, 2, 2, 2]",240.62
research,89,0,44ffcbcd1079526a3757fc53,True,1.0,5,[],[-1],None,None,146627,0,planning_scores(-1);communication_scores(-1),0,"[2875, 2454, 2560, 2500, 2601]","[4, 2, 2, 2, 2]",282.26
research,89,1,949e412c94cfb21ec85237e0,True,1.0,5,[],[-1],None,None,160826,0,planning_scores(-1);communication_scores(-1),0,"[2580, 2742, 2838, 2765, 2687]","[3, 4, 4, 2, 2]",292.17
research,72,0,1fa70733ef16c17883729eed,True,1.0,5,[],"[-1, -1, -1, -1, -1]",None,None,68665,0,planning_scores(-1);communication_scores(-1),0,"[2712, 2673, 2979, 2470, 3091]","[2, 2, 2, 2, 2]",235.11
research,72,1,9bd58d38dceb3908a099227e,True,1.0,5,[],"[-1, -1, -1, -1]",None,None,82106,0,planning_scores(-1);communication_scores(-1),0,"[2483, 2748, 2521, 2429, 2399]","[2, 2, 2, 2, 2]",237.76
research,29,0,002790a79a7102066a0eb537,True,1.0,2,[],[-1],None,None,162614,0,planning_scores(-1);communication_scores(-1),0,"[2753, 3024]","[8, 8]",213.57
research,29,1,c3b6ae568eaf0836419dc780,True,1.0,4,[],"[-1, -1]",None,None,220475,0,planning_scores(-1);communication_scores(-1),0,"[2840, 2911, 2840, 2573]","[8, 8, 8, 7]",342.48
research,42,0,9aa59741b73f849113a863aa,True,1.0,5,[],"[-1, -1, -1, -1]",None,None,85397,0,planning_scores(-1);communication_scores(-1),0,"[2806, 2912, 2787, 2807, 3118]","[3, 2, 2, 2, 2]",251.31
research,42,1,b67dc01d88a61a1575c7f898,True,1.0,5,[],"[-1, -1]",None,None,127242,0,planning_scores(-1);communication_scores(-1),0,"[2948, 2827, 2710, 3059, 2846]","[2, 2, 2, 2, 2]",271.44
research,99,0,4ee086fd9c8cad1707bd2b74,True,1.0,5,[],"[-1, -1, -1, -1]",None,None,90403,0,planning_scores(-1);communication_scores(-1),0,"[2719, 2931, 2645, 2771, 2992]","[2, 2, 2, 2, 2]",250.27
research,99,1,f62e7d271133f7110726d97f,True,1.0,5,[],"[-1, -1, -1, -1]",None,None,111649,0,planning_scores(-1);communication_scores(-1),0,"[3242, 2663, 3163, 2806, 3110]","[2, 2, 2, 2, 2]",270.22
research,100,0,6c1a9c489b2f62afbe1e6127,True,1.0,2,[],[],None,None,247637,0,planning_scores(-1);communication_scores(-1),0,"[2373, 2890]","[10, 8]",287.94
research,100,1,2faeb0efc16f2c9c84ff4567,True,1.0,5,[],"[-1, -1]",None,None,633046,0,planning_scores(-1);communication_scores(-1),0,"[2887, 2819, 3146, 2961, 2882]","[9, 9, 10, 10, 2]",587.87
research,8,0,dfb494ddc00f85d5dca2f0d6,True,1.0,5,[],"[-1, -1, -1, -1]",None,None,93537,0,planning_scores(-1);communication_scores(-1),0,"[2430, 2309, 2575, 2399, 2368]","[2, 2, 2, 2, 2]",239.99
research,8,1,a7e13062346b975a579d7e2c,True,1.0,5,[],"[-1, -1, -1, -1]",None,None,133936,0,planning_scores(-1);communication_scores(-1),0,"[2979, 2491, 2395, 2582, 2471]","[5, 2, 2, 2, 2]",303.6
